call_id,group,duration_file_s,snr_db,clipping_pct,level_dbfs,speech_ratio,censored_s,n_censor_segments,asr_confidence,asr_low_conf_pct,n_speakers_detected,flags,contact_type,identity_validated,product,debt_amount,overdue_amount,non_payment_reasons,final_outcome,final_outcome_rank,ptp,ptp_type_commitment,ptp_amount,ptp_date,ptp_type,ptp_confirmed_by_client,agent_recapped,callback_scheduled,ptp_strength,had_negotiation,n_offers_agent,n_counteroffers_client,first_anchor,n_objections,n_objections_resolved,n_objections_partial,pct_objections_resolved,conv_duration_s,agent_speech_s,client_speech_s,agent_talk_share,silence_pct,n_turns,turns_per_min,mean_turn_s_agent,mean_turn_s_client,max_agent_monologue_s,n_monologues_30s,agent_latency_median_s,agent_latency_p90_s,client_latency_median_s,agent_spoke_first,time_to_first_agent_voice_s,dead_air_count,dead_air_s,interruptions_per_min_agent,interruptions_per_min_client,overlap_s,yield_time_s,backchannels_agent_per_min,words_per_min_agent,words_per_min_client,time_to_identification_s,time_to_debt_mention_s,time_to_first_offer_s,time_to_ptp_s,closing_by,last_turn_role,repeat_requests,repeat_requests_agent,repeat_requests_client,mechanical_repetition,agent_misunderstood,client_expresses_annoyance,greets,identifies_self,recording_notice,validates_identity_before_disclosing,states_amount,states_due_date,offers_payment_channels,mentions_credit_bureaus,recaps_agreement,polite_closing,script_checklist_score,debt_disclosed_to_third_party,clarity,empathy,active_listening,objection_handling,control_focus,professionalism,agent_pitch_range_st,client_pitch_range_st,agent_intensity_std_db,client_escalation,sentiment_start,sentiment_end,sentiment_delta,sentiment_min,agent_questions,politeness_markers,lexical_richness_mattr,fillers_per_min,agent_discourse_similarity,blindness_guess
C038,human,643.48,9.44,0.0003,-19.38,0.9187,12.49,21,0.8688,7.53,3,agent_spoke_first;diar_corrected;hallucination_removed;low_snr;three_speakers,account_holder,false,credit_card,2487000.0,1696000.0,disputes_charge;illness_calamity,no_agreement,3,False,na,,,,na,na,False,,True,1,0,agent,3,0,1,0.0,624.826,369.861,178.49,0.6745,13.49,58,5.5696,14.713,7.5,48.452,2,0.869,1.652,0.518,True,,0,0.0,0.3841,0.6722,18.622,3.474,0.3841,157.19,138.83,,0.0,298.469,,agent,CLIENT,0,0,0,True,0,True,true,true,false,false,true,true,false,true,na,true,66.67,na,2,3,3,3,2,4,14.544,7.256,6.432,0.2808,-0.4168,-0.3586,0.0582,-0.9766,10,2,0.7816,0.809,0.7639,human
C039,human,243.4,14.8,0.001,-19.21,0.5543,17.13,19,0.8924,5.14,2,diar_corrected,account_holder,false,unknown,,136000.0,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,0,0,none,0,0,0,,232.107,100.225,21.602,0.8227,44.688,16,4.136,23.184,3.971,70.301,2,1.063,3.637,1.811,False,0.0,8,47.956,0.2585,0.0,2.919,,0.0,163.43,52.77,,0.008,,,agent,AGENT,0,0,0,False,0,False,true,false,false,false,true,false,true,false,na,true,44.44,na,4,3,4,,4,4,9.978,11.977,7.116,-0.2392,0.2588,0.2588,0.0,-0.0634,2,1,0.7206,0.0,0.7582,human
C040,ai,434.46,17.24,0.0003,-17.95,0.7009,29.85,37,0.9344,3.18,2,hallucination_removed,account_holder,false,credit_card,2600000.0,,doesnt_recognize_debt_fraud;other,vague_promise,6,True,vague,,el 30,,false,true,False,1,True,1,1,agent,2,0,2,0.0,433.737,168.468,97.888,0.6325,37.186,47,6.5016,9.538,6.22,43.217,1,2.548,4.784,1.154,False,0.929,16,60.696,0.0,0.83,12.658,0.683,0.6917,208.7,160.59,,5.299,111.662,288.36,agent,CLIENT,2,1,1,True,2,False,true,true,true,false,true,true,false,false,true,true,70.0,na,2,2,2,2,3,3,8.064,6.907,4.705,0.4861,-0.0203,0.0029,0.0232,-0.914,14,3,0.7657,0.0,0.7635,ai
C041,human,105.64,9.16,0.0001,-18.5,0.6499,0.0,0,0.9313,3.66,2,low_snr,third_party,false,unknown,,,not_stated,third_party,1,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,80.012,26.439,0.0,1.0,23.828,18,13.498,4.459,,7.622,0,,,,False,,1,4.523,0.0,0.0,1.909,,0.7499,15.89,,,,,,agent,AGENT,0,0,0,False,0,False,false,false,na,na,na,na,na,na,na,na,,false,3,3,3,,3,4,11.424,,7.515,,,,,,0,2,1.0,0.0,0.4712,unsure
C042,human,152.4,12.66,0.0001,-20.12,0.7855,9.36,13,0.9058,6.12,2,diar_corrected,account_holder,true,unknown,358385.0,,not_stated,firm_promise,7,True,firm,340000.0,31 de julio,full,true,false,False,3,True,1,0,agent,0,0,0,,147.732,92.114,10.557,0.8972,27.209,8,3.2491,32.844,3.008,90.535,1,0.726,0.776,1.063,False,0.789,0,0.0,0.4061,0.0,1.949,,0.4061,201.92,187.55,1.372,10.702,10.702,120.44,agent,AGENT,0,0,0,False,0,False,true,true,false,true,true,true,false,true,false,true,70.0,na,4,3,4,,4,4,6.184,4.286,5.626,,-0.141,-0.141,0.0,-0.1713,11,1,0.7572,3.904,0.7207,human
C043,ai,486.06,41.36,0.0,-20.35,0.8409,9.14,13,0.9406,2.24,2,diar_corrected;hallucination_removed,account_holder,true,unknown,2850000.0,,unemployment_income_loss;other,firm_promise,7,True,firm,250000.0,a más tardar el 31 de julio,full,true,true,False,3,True,3,2,agent,2,0,2,0.0,484.898,178.037,194.018,0.4785,22.866,37,4.5783,10.932,12.179,24.688,0,3.316,3.88,1.147,False,1.181,13,45.682,0.0,0.4949,5.086,0.954,0.4949,215.35,161.43,10.158,11.947,58.488,278.488,agent,CLIENT,0,0,0,True,1,False,true,true,true,true,true,true,false,false,true,true,80.0,na,4,3,3,4,4,4,8.789,6.557,4.736,-0.0286,0.2787,0.1742,-0.1045,-0.2319,15,4,0.8054,0.0,0.7194,ai
C044,human,145.24,12.52,0.0029,-17.66,0.6766,13.39,14,0.9116,4.14,3,three_speakers,account_holder,false,unknown,,,other,vague_promise,6,True,vague,250600.0,29 de agosto,full,false,true,False,2,True,0,1,client,1,1,0,100.0,123.525,55.735,28.717,0.66,25.369,14,6.8002,11.732,5.795,29.766,0,0.735,1.035,0.827,False,0.845,0,0.0,0.9715,0.4857,2.503,4.759,0.4857,190.54,185.95,,1.301,43.993,43.993,agent,AGENT,0,0,0,False,0,False,true,false,false,false,true,true,false,false,true,true,50.0,na,4,3,4,4,4,4,7.418,6.16,6.033,0.5695,-0.2572,0.3406,0.5978,-0.7857,1,0,0.731,0.0,0.6863,human
C045,ai,118.68,15.23,0.0,-19.06,0.5212,9.74,8,0.9566,1.28,2,agent_spoke_first;diar_corrected;hallucination_removed,account_holder,true,unknown,,,not_stated,holder_refuses,2,False,na,,,,na,na,False,,False,0,0,none,1,0,0,0.0,109.839,40.856,4.561,0.8996,54.948,5,2.7313,30.805,4.112,46.913,2,4.843,4.843,2.486,True,,6,39.235,0.5463,0.0,0.32,,0.0,214.41,131.55,11.358,17.28,,,cut_unclear,AGENT,0,0,0,False,1,False,true,true,false,true,false,false,false,false,na,false,33.33,na,2,2,1,1,2,3,8.475,13.869,5.673,,-0.1597,-0.1597,0.0,-0.3826,4,1,0.8656,0.0,0.7012,ai
C046,human,87.2,11.65,0.0,-22.72,0.8818,10.29,12,0.9246,3.42,2,,account_holder,true,unknown,,,not_stated,firm_promise,7,True,firm,10000000.0,31 de agosto,full,true,false,False,3,True,1,0,agent,0,0,0,,82.51,0.0,0.0,,4.295,1,0.7272,,,,0,,,,False,,0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,agent,UNKNOWN,0,0,0,False,0,False,true,false,false,true,true,false,false,false,false,true,40.0,na,4,3,4,,5,5,,,,,,,,,0,0,,,,human
C047,human,209.58,14.14,0.0,-22.07,0.657,5.84,7,0.8982,4.85,3,agent_spoke_first;three_speakers,account_holder,true,unknown,7576406.0,,unemployment_income_loss;illness_calamity,vague_promise,6,True,vague,300000.0,a más tardar el 5 de agosto,full,true,true,False,3,True,2,2,agent,2,2,0,100.0,194.496,98.565,25.198,0.7964,35.048,19,5.8613,13.949,2.945,25.785,0,1.468,3.223,1.215,True,,4,20.602,0.0,0.0,0.487,,0.0,197.84,207.16,3.848,5.215,49.866,164.802,agent,AGENT,0,0,0,False,0,False,true,true,false,true,true,false,false,false,true,true,60.0,na,3,4,4,4,3,4,10.206,6.227,6.279,0.8366,-0.1454,0.1065,0.2519,-0.924,6,0,0.7313,0.603,0.7412,human
C048,ai,320.04,22.41,0.0007,-17.7,0.6864,3.68,4,0.9428,1.93,2,diar_corrected;hallucination_removed,account_holder,false,unknown,1270000.0,,not_stated,firm_promise,7,True,firm,330000.0,31 de agosto,full,true,true,False,3,True,4,0,agent,1,1,0,100.0,310.669,161.566,37.226,0.8127,36.721,24,4.6352,19.217,3.478,44.162,3,1.991,2.81,2.129,False,0.0,6,37.417,0.0,0.5794,4.531,0.996,0.3863,192.37,169.24,,12.42,75.145,219.797,agent,AGENT,2,2,0,True,1,False,true,true,false,false,true,true,false,false,true,true,60.0,na,4,3,3,3,4,4,8.539,5.558,5.672,0.1868,-0.0721,-0.0478,0.0243,-0.4719,16,3,0.7713,0.0,0.6935,ai
C049,human,578.9,14.74,0.0004,-19.2,0.8486,15.94,21,0.8845,7.15,2,diar_corrected,account_holder,true,payroll_loan,,,forgot;over_indebtedness,vague_promise,6,True,vague,650000.0,31 de julio,,false,false,False,2,True,5,1,agent,2,0,1,0.0,569.875,313.49,141.183,0.6895,21.351,44,4.6326,18.234,8.224,59.045,5,0.397,0.947,0.885,False,1.094,6,20.979,0.6317,0.9476,19.006,1.029,1.3687,180.87,144.92,1.514,1.514,36.794,464.272,agent,AGENT,0,0,0,True,0,False,true,true,false,true,true,true,false,false,false,true,60.0,na,2,3,3,3,2,4,6.023,7.264,6.001,-0.1205,-0.3751,-0.2591,0.116,-0.9511,10,2,0.7776,4.954,0.7678,human
C050,human,276.52,10.7,0.0001,-21.36,0.84,7.95,11,0.8817,6.76,3,agent_spoke_first;diar_corrected;three_speakers,account_holder,true,unknown,3341059.0,,unemployment_income_loss,no_agreement,3,False,na,,,,na,na,False,,True,3,0,agent,1,0,0,0.0,261.46,173.82,45.22,0.7936,16.335,22,5.0486,18.767,6.235,78.705,3,0.158,1.119,0.701,True,,0,0.0,0.459,0.6884,6.941,3.558,0.9179,176.73,144.63,10.084,10.084,10.084,,agent,CLIENT,0,0,0,False,0,False,true,true,false,true,true,false,false,false,na,true,55.56,na,2,3,3,3,3,4,15.825,18.963,6.497,-0.8738,-0.3382,-0.4858,-0.1476,-0.9178,5,2,0.7567,3.797,0.7477,human
C051,ai,314.22,15.88,0.0018,-17.02,0.7378,31.85,42,0.9504,2.39,2,agent_spoke_first;diar_corrected,third_party,false,unknown,880000.0,,not_stated,third_party,1,False,na,,,,na,na,True,,True,1,0,agent,0,0,0,,311.108,160.207,0.0,1.0,30.913,25,4.8215,18.415,,64.834,2,,,,True,,4,21.042,0.0,0.0,6.141,,0.0,218.34,,,0.0,132.25,,agent,AGENT,0,0,0,True,1,False,true,true,na,na,na,na,na,na,na,na,,true,3,3,2,,3,2,7.819,,5.497,,,,,,8,11,0.7738,0.0,0.7652,ai
C052,ai,439.72,22.49,0.0001,-17.74,0.7377,45.94,48,0.9533,2.16,3,diar_corrected;three_speakers,account_holder,true,unknown,1820000.0,,other,firm_promise,7,True,firm,490000.0,30 de junio,full,true,true,False,3,True,4,0,agent,2,1,1,50.0,437.935,195.861,72.105,0.7309,32.303,35,4.7952,16.014,6.229,51.086,3,2.354,4.303,1.647,False,2.025,6,20.206,0.274,0.274,2.03,1.966,0.548,221.48,170.58,2.627,2.627,156.612,275.479,agent,CLIENT,0,0,0,True,0,False,true,true,false,true,true,true,false,false,true,true,70.0,na,3,2,2,3,3,3,8.026,7.585,5.581,0.3429,0.4033,-0.1695,-0.5728,-0.8008,18,2,0.758,0.0,0.7707,ai
C053,ai,90.82,28.69,0.0,-17.94,0.7418,6.04,8,0.953,2.94,2,agent_spoke_first,account_holder,true,unknown,11020000.0,,doesnt_recognize_debt_fraud,no_agreement,3,False,na,,,,na,na,False,,True,1,0,agent,1,0,0,0.0,86.621,37.701,18.458,0.6713,31.06,7,4.8487,10.791,10.686,32.535,1,1.806,3.21,1.452,True,,1,3.561,0.0,0.0,0.0,,0.6927,190.98,52.01,2.616,9.214,22.764,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,true,true,false,false,false,na,false,44.44,na,3,3,3,2,2,3,8.393,5.732,4.931,,0.0068,0.0068,0.0,-0.1826,4,0,0.7888,0.0,0.6998,ai
C054,ai,344.7,26.24,0.0,-19.8,0.779,23.36,29,0.9659,1.13,2,agent_spoke_first,account_holder,true,unknown,6590000.0,,unemployment_income_loss,no_agreement,3,False,na,,,,na,na,False,,True,3,0,agent,2,0,0,0.0,338.303,154.076,77.118,0.6664,26.821,21,3.7245,17.587,8.891,38.323,2,3.256,4.614,2.391,True,,6,22.487,0.0,0.0,0.152,,0.0,219.63,178.95,38.857,31.081,82.141,,agent,AGENT,0,0,0,False,0,False,true,true,true,false,true,false,false,true,na,true,66.67,na,3,3,3,3,3,4,8.322,8.266,4.733,0.1823,0.1433,-0.7916,-0.9349,-0.9427,11,4,0.8201,0.385,0.7704,ai
C055,human,175.46,12.48,0.0,-20.7,0.7618,1.79,4,0.8146,10.29,2,diar_corrected,account_holder,false,unknown,,,not_stated,firm_promise,7,True,firm,,ahorita,,false,false,True,1,False,0,0,none,0,0,0,,163.912,97.189,31.835,0.7533,28.263,20,7.321,12.074,4.937,31.624,1,0.561,1.556,0.388,False,1.37,1,8.117,0.7321,1.4642,12.723,2.11,1.8303,109.27,50.89,,28.814,,106.54,agent,AGENT,0,0,0,False,0,False,false,false,false,false,false,false,false,false,false,true,10.0,na,3,3,4,,4,4,6.929,8.797,7.684,0.0742,0.2482,0.2339,-0.0143,0.0169,1,4,0.7045,0.617,0.7166,human
C056,human,594.72,17.82,0.0006,-16.96,0.6897,18.5,26,0.9163,3.91,2,,account_holder,true,unknown,,350000.0,payment_channel_problem,firm_promise,7,True,firm,350000.0,martes 18 de agosto,full,true,true,False,3,True,2,2,agent,3,2,1,66.67,581.513,262.635,117.327,0.6912,33.823,40,4.1272,22.199,6.413,106.735,3,0.847,2.482,0.861,False,0.439,6,95.169,0.6191,0.1032,7.376,1.451,0.6191,197.84,185.12,4.32,4.32,201.386,472.585,agent,AGENT,0,0,0,True,0,True,true,true,false,true,true,true,true,false,true,true,80.0,na,2,4,3,4,3,4,6.847,7.174,5.966,-0.1761,-0.5157,0.0056,0.5213,-0.9171,17,3,0.7384,1.591,0.783,human
C057,human,126.5,11.17,0.0,-20.4,0.6532,6.32,6,0.921,4.98,3,three_speakers,account_holder,false,unknown,16000000.0,,other,no_agreement,3,False,na,,,,na,na,False,,True,1,0,agent,1,0,1,0.0,110.615,56.055,18.232,0.7546,29.113,10,5.4242,16.141,3.973,46.125,1,1.302,2.184,1.316,False,2.56,1,5.601,0.0,0.5424,1.824,1.3,0.0,204.44,230.36,,7.692,64.49,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,false,true,false,false,false,na,false,33.33,na,2,3,3,3,2,3,5.502,4.575,5.932,0.2889,0.0232,-0.2503,-0.2735,-0.7168,7,0,0.7769,2.118,0.7225,human
C058,human,177.64,12.39,0.0003,-18.3,0.8375,9.72,10,0.8253,12.77,3,three_speakers,account_holder,false,unknown,,,unemployment_income_loss;illness_calamity,no_agreement,3,False,na,,,,na,na,False,,True,1,0,agent,1,0,1,0.0,165.517,87.962,45.995,0.6566,18.579,21,7.6125,10.666,4.806,30.999,1,0.0,0.962,1.634,False,0.952,1,3.24,1.0875,1.45,7.105,0.945,1.45,139.15,152.63,,1.6,56.91,,agent,CLIENT,0,0,0,False,0,False,true,true,false,false,true,false,false,true,na,true,55.56,na,2,4,4,3,2,4,11.549,9.281,6.05,-0.0431,0.0846,-0.4889,-0.5735,-0.9278,5,1,0.8072,1.364,0.6911,human
C059,human,132.6,15.0,0.0,-21.86,0.8536,8.17,12,0.9333,3.95,2,agent_spoke_first,third_party,false,unknown,,,already_paid,third_party,1,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,122.951,58.901,0.0,1.0,16.945,15,7.32,8.988,,18.647,0,,,,True,,0,0.0,0.0,0.0,2.049,,0.976,149.74,,,12.47,,,agent,AGENT,0,0,0,False,0,True,true,false,na,na,na,na,na,na,na,na,,true,3,2,3,,3,2,6.173,,4.702,,,,,,2,6,0.72,0.0,0.7283,human
C060,human,294.54,17.05,0.0,-20.58,0.8014,8.87,12,0.9138,3.54,2,diar_corrected;hallucination_removed,account_holder,true,unknown,4240000.0,250000.0,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,0,0,none,1,1,0,100.0,284.985,188.199,20.455,0.902,24.805,16,3.3686,29.939,2.927,61.088,5,0.683,2.348,2.075,False,0.692,1,4.281,0.0,0.0,1.03,,0.6316,198.3,164.26,1.131,1.131,,,agent,AGENT,0,0,0,False,0,False,true,true,true,true,true,true,false,true,na,true,88.89,na,5,3,4,4,4,4,6.107,5.616,6.231,-0.2805,-0.1539,0.0605,0.2144,-0.4239,9,5,0.7572,3.808,0.7666,human
C061,ai,68.08,20.0,0.0,-18.8,0.3497,9.51,11,0.9593,1.54,2,agent_spoke_first,wrong_number,false,unknown,,,not_stated,no_contact,0,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,63.602,15.216,0.0,1.0,65.307,6,5.6602,15.534,,25.313,0,,,,True,,3,20.396,0.0,0.0,1.098,,0.0,212.93,,,0.0,,,cut_unclear,THIRD_PARTY,0,0,0,False,1,False,true,true,na,na,na,na,na,na,na,na,,true,2,2,1,,2,2,7.987,,5.394,,,,,,1,1,0.872,0.0,0.7182,ai
C062,ai,201.42,27.17,0.0,-18.61,0.8692,10.63,13,0.9329,3.21,2,diar_corrected,wrong_number,false,microcredit,,,not_stated,no_contact,0,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,200.02,25.978,0.0,1.0,17.956,10,2.9997,6.632,,14.276,0,,,,False,,2,6.955,0.0,0.0,0.422,,0.3,217.11,,,8.252,,,cut_unclear,AGENT,0,0,0,False,0,True,true,true,na,na,na,na,na,na,na,na,,true,4,4,3,,4,4,8.313,,5.54,,,,,,1,0,0.8144,0.0,0.6845,ai
C063,ai,107.4,16.87,0.0002,-17.38,0.2994,11.19,11,0.96,1.06,2,agent_spoke_first,no_answer,na,unknown,,,not_stated,no_contact,0,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,103.373,29.811,0.0,1.0,67.661,1,0.5804,103.373,,103.373,1,,,,True,,9,58.473,0.0,0.0,0.0,,0.0,189.19,,,,,,agent,AGENT,0,0,0,False,0,False,true,false,na,na,na,na,na,na,na,na,,na,,,,,,3,10.817,,6.622,,,,,,3,1,0.6089,0.0,0.5693,ai
C064,ai,88.0,29.35,0.0004,-17.57,0.7416,6.75,10,0.9553,2.44,2,,third_party,false,unknown,,,not_stated,third_party,1,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,82.924,36.602,0.0,1.0,32.763,12,8.6826,7.344,,14.129,0,,,,False,,0,0.0,0.0,0.0,0.894,,0.0,214.74,,,34.324,,,agent,AGENT,0,0,0,False,0,False,true,false,na,na,na,na,na,na,na,na,,true,4,3,4,,3,4,7.476,,5.531,,,,,,4,3,0.7993,0.0,0.634,ai
C065,ai,263.72,7.53,0.0,-20.4,0.6516,24.79,33,0.9552,2.42,2,agent_spoke_first;low_snr,account_holder,true,unknown,590000.0,,over_indebtedness,firm_promise,7,True,firm,560000.0,31 de julio,full,true,true,False,3,True,1,0,agent,2,1,0,50.0,258.424,103.6,37.913,0.7321,39.927,25,5.8044,11.107,3.394,54.482,1,3.054,3.83,3.087,True,,10,38.09,0.0,0.0,0.32,,0.2322,241.51,191.49,17.972,21.574,21.574,154.7,cut_unclear,AGENT,0,0,0,True,1,False,true,true,false,true,true,true,false,false,true,false,60.0,na,4,3,3,3,4,3,8.131,5.503,4.602,1.0962,0.0416,-0.0682,-0.1098,-0.4788,11,2,0.7413,0.0,0.7322,ai
C066,human,202.66,11.54,0.0,-21.02,0.7127,6.04,6,0.9232,3.36,2,,account_holder,false,unknown,977920.0,,not_stated,firm_promise,7,True,firm,326000.0,25 de agosto,full,true,true,False,3,True,1,0,agent,1,1,0,100.0,173.308,128.542,7.423,0.9454,19.813,10,3.462,32.212,1.644,77.54,2,0.248,0.632,1.619,False,-0.675,1,3.353,0.6924,0.3462,1.838,0.877,0.3462,161.97,80.83,,0.002,23.2,92.781,agent,AGENT,0,0,0,False,0,False,true,true,false,false,true,true,false,false,true,true,60.0,na,4,3,4,3,5,5,7.168,4.601,6.27,,0.2431,0.2431,0.0,0.2431,8,2,0.7859,1.393,0.718,human
C067,ai,107.28,21.25,0.0,-16.14,0.795,16.28,18,0.9289,2.86,2,agent_spoke_first;diar_corrected,account_holder,true,unknown,3160000.0,,unemployment_income_loss,no_agreement,3,False,na,,,,na,na,False,,True,1,0,agent,1,0,0,0.0,103.739,64.224,2.965,0.9559,25.219,5,2.8919,32.74,1.172,46.355,2,2.11,2.758,0.962,True,,0,0.0,0.0,0.0,0.844,,0.0,224.22,101.18,0.0,0.0,83.717,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,true,true,false,false,false,na,false,44.44,na,3,3,3,3,2,4,8.286,17.326,6.019,,-0.8177,-0.8177,0.0,-0.8177,4,3,0.7931,0.0,0.7029,ai
C068,ai,222.88,26.38,0.0,-17.53,0.6335,22.43,22,0.9488,2.74,3,agent_spoke_first;diar_corrected;hallucination_removed;three_speakers,account_holder,false,unknown,70000.0,,not_stated,firm_promise,7,True,firm,60000.0,antes del 13 de agosto,full,true,true,False,3,True,2,0,agent,0,0,0,,217.267,104.637,14.112,0.8812,39.364,13,3.5901,25.392,4.214,96.695,2,2.026,2.615,1.367,True,,2,10.274,0.0,0.2762,0.607,2.666,0.0,198.4,80.78,,0.0,0.0,109.942,agent,AGENT,0,0,0,True,0,False,true,true,true,false,true,true,false,false,true,true,70.0,na,3,3,3,,4,3,8.242,5.477,5.619,0.9352,0.0643,0.0643,0.0,-0.0101,11,1,0.8127,0.0,0.708,ai
C069,ai,104.52,8.31,0.0,-17.36,0.7205,9.96,9,0.9721,0.88,2,agent_spoke_first;low_snr,account_holder,true,unknown,800000.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,2,0,agent,0,0,0,,102.313,62.342,0.0,1.0,32.496,1,0.5864,102.313,,102.313,1,,,,True,,2,7.781,0.0,0.0,0.067,,0.0,218.47,,0.0,0.0,0.0,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,true,true,false,false,false,na,false,44.44,na,2,3,3,,3,3,9.217,,5.799,,,,,,4,1,0.798,0.0,0.6206,ai
C070,ai,561.58,22.96,0.0,-21.1,0.7869,30.81,41,0.9366,4.11,2,agent_spoke_first;diar_corrected,account_holder,true,unknown,25880000.0,,payment_channel_problem;other,callback_scheduled,4,False,na,,,,na,na,True,,True,4,1,agent,3,1,0,33.33,555.795,210.392,190.349,0.525,26.473,39,4.2102,13.716,12.442,45.006,2,2.717,4.41,1.419,True,,8,27.51,0.2159,0.108,13.985,0.692,1.4034,217.31,143.11,0.0,0.0,24.857,,agent,AGENT,2,2,0,True,1,True,true,true,true,true,true,false,false,true,na,true,77.78,na,2,3,2,3,3,3,8.588,6.484,4.88,0.3336,-0.5062,0.0865,0.5927,-0.9428,17,6,0.8137,0.282,0.7201,ai
C071,human,1233.2,12.41,0.0,-24.87,0.8674,19.28,28,0.865,7.55,2,diar_corrected;hallucination_removed,account_holder,false,credit_card,1348000.0,,payment_channel_problem,vague_promise,6,True,vague,360000.0,30 de julio,full,false,true,False,2,True,4,4,agent,1,0,1,0.0,1216.722,657.402,292.704,0.6919,23.494,78,3.8464,21.248,9.445,154.218,10,0.641,1.767,0.97,False,0.945,3,14.411,0.1479,0.3945,33.995,1.086,1.7753,171.22,109.87,,64.598,88.932,695.335,agent,AGENT,2,1,1,True,0,False,true,true,false,false,true,true,false,true,true,true,70.0,na,2,4,3,3,2,4,11.457,10.977,6.492,-0.3612,0.4198,0.244,-0.1758,-0.9185,16,3,0.7696,1.46,0.7897,human
C072,ai,67.16,25.57,0.0004,-18.65,0.6298,10.75,10,0.9532,1.34,2,agent_spoke_first;diar_corrected,third_party,false,unknown,,,not_stated,third_party,1,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,58.843,21.186,0.0,1.0,33.371,9,9.177,6.447,,7.357,0,,,,True,,0,0.0,0.0,0.0,0.0,,0.0,249.22,,,51.486,,,cut_unclear,AGENT,0,0,0,False,1,False,true,false,na,na,na,na,na,na,na,na,,true,3,3,2,,3,3,7.884,,4.798,,,,,,3,5,0.839,0.0,0.6145,ai
C073,ai,272.22,28.97,0.0,-17.48,0.7222,25.02,21,0.9232,3.37,2,agent_spoke_first;diar_corrected;hallucination_removed,account_holder,true,unknown,860000.0,,not_stated,firm_promise,7,True,firm,60000.0,5 de agosto de 2026,full,true,true,False,3,True,2,1,agent,1,1,0,100.0,264.482,127.5,34.239,0.7883,33.207,25,5.6715,13.957,2.824,72.339,2,2.181,3.679,1.744,True,,6,21.271,0.2269,0.0,1.795,,0.0,216.0,184.0,9.028,11.951,11.951,120.673,agent,AGENT,0,0,0,True,0,False,true,true,false,true,true,true,false,false,true,true,70.0,na,4,4,4,4,5,4,8.154,7.633,6.116,0.2437,0.1696,-0.1404,-0.31,-0.8336,10,3,0.8042,0.0,0.7067,ai
C074,human,88.44,20.02,0.0,-21.42,0.7833,2.09,4,0.9097,4.35,2,,account_holder,true,unknown,,580000.0,payment_channel_problem,no_agreement,3,False,na,,,,na,na,False,,True,0,0,none,1,0,1,0.0,82.116,51.209,21.228,0.7069,20.461,15,10.9601,8.038,5.451,24.283,0,0.388,0.434,0.81,False,0.355,1,3.207,0.7307,1.4613,8.785,4.596,1.4613,187.47,67.83,12.723,13.82,,,cut_unclear,CLIENT,0,0,0,False,0,False,true,true,false,true,true,true,true,false,na,false,66.67,na,4,3,4,3,3,4,5.432,11.828,6.641,-0.2642,0.1963,0.1963,0.0,-0.0454,1,1,0.795,2.321,0.682,human
C075,human,141.48,12.04,0.0,-15.35,0.1711,0.0,0,0.9413,0.0,3,agent_spoke_first;diar_corrected;three_speakers,voicemail,na,unknown,,,not_stated,no_contact,0,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,28.655,10.598,0.0,1.0,53.296,2,4.1878,13.18,,20.302,0,,,,True,,3,15.272,0.0,0.0,0.0,,0.0,5.66,,,,,,agent,AGENT,0,0,0,False,0,False,false,false,na,na,na,na,na,na,na,na,,na,,,,,,3,16.071,,5.91,,,,,,0,0,1.0,0.0,0.3216,unsure
C076,human,186.02,12.1,0.0002,-18.47,0.772,14.25,18,0.8941,4.57,2,agent_spoke_first;diar_corrected,account_holder,false,unknown,19620732.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,2,1,agent,1,0,0,0.0,174.184,85.511,45.165,0.6544,21.928,19,6.5448,10.376,8.107,38.947,1,1.604,3.163,1.371,True,,1,3.307,0.6889,1.0334,5.812,1.632,0.6889,161.38,188.64,,7.331,24.645,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,false,true,false,false,false,na,false,33.33,na,3,2,2,2,2,3,9.257,5.868,6.965,0.374,0.2949,-0.0403,-0.3352,-0.335,0,0,0.7574,0.693,0.6904,human
